date,pnl
2014-01-06,1048789.0
2014-01-07,1048789.0
2014-01-08,1048789.0
2014-01-09,1048789.0
2014-01-10,1048789.0
2014-01-13,1054744.0
2014-01-14,1054744.0
2014-01-15,1054744.0
2014-01-16,1054744.0
2014-01-17,1054744.0
2014-01-21,1054333.0
2014-01-22,1054333.0
2014-01-23,1055743.0
2014-01-24,1043244.0
2014-01-27,1045909.0
2014-01-28,1045909.0
2014-01-29,1052019.0
2014-01-30,1053694.0
2014-01-31,1045212.0
2014-02-03,1045212.0
2014-02-04,1048282.0
2014-02-05,1051752.0
2014-02-06,1053662.0
2014-02-07,1051364.0
2014-02-10,1051364.0
2014-02-11,1051364.0
2014-02-12,1051364.0
2014-02-13,1051364.0
2014-02-14,1051364.0
2014-02-18,1051364.0
2014-02-19,1051364.0
2014-02-20,1051364.0
2014-02-21,1051364.0
2014-02-24,1051364.0
2014-02-25,1051364.0
2014-02-26,1051364.0
2014-02-27,1051364.0
2014-02-28,1051364.0
2014-03-03,1052664.0
2014-03-04,1052664.0
2014-03-05,1052664.0
2014-03-06,1052664.0
2014-03-07,1052664.0
2014-03-10,1052664.0
2014-03-11,1052664.0
2014-03-12,1052664.0
2014-03-13,1052664.0
2014-03-14,1060849.0
2014-03-17,1062844.0
2014-03-18,1062844.0
2014-03-19,1068639.0
2014-03-20,1068639.0
2014-03-21,1073599.0
2014-03-24,1073599.0
2014-03-25,1073599.0
2014-03-26,1073599.0
2014-03-27,1074554.0
2014-03-28,1073578.0
2014-03-31,1073578.0
2014-04-01,1073578.0
2014-04-02,1076028.0
2014-04-03,1077343.0
2014-04-04,1081158.0
2014-04-07,1082863.0
2014-04-08,1082863.0
2014-04-09,1082863.0
2014-04-10,1082863.0
2014-04-11,1071639.0
2014-04-14,1078754.0
2014-04-15,1078754.0
2014-04-16,1078754.0
2014-04-17,1078754.0
2014-04-21,1078485.0
2014-04-22,1078485.0
2014-04-23,1078485.0
2014-04-24,1078485.0
2014-04-25,1078485.0
2014-04-28,1079665.0
2014-04-29,1079665.0
2014-04-30,1079665.0
2014-05-01,1079665.0
2014-05-02,1078779.0
2014-05-05,1078779.0
2014-05-06,1078779.0
2014-05-07,1078779.0
2014-05-08,1079299.0
2014-05-09,1079299.0
2014-05-12,1079299.0
2014-05-13,1079299.0
2014-05-14,1079299.0
2014-05-15,1079299.0
2014-05-16,1079299.0
2014-05-19,1079299.0
2014-05-20,1079299.0
2014-05-21,1079299.0
2014-05-22,1079299.0
2014-05-23,1079299.0
2014-05-27,1079904.0
2014-05-28,1082204.0
2014-05-29,1086729.0
2014-05-30,1086729.0
2014-06-02,1090939.0
2014-06-03,1093999.0
2014-06-04,1093999.0
2014-06-05,1102974.0
2014-06-06,1106974.0
2014-06-09,1107659.0
2014-06-10,1107659.0
2014-06-11,1114804.0
2014-06-12,1118079.0
2014-06-13,1124436.0
2014-06-16,1124436.0
2014-06-17,1124436.0
2014-06-18,1124436.0
2014-06-19,1124436.0
2014-06-20,1124436.0
2014-06-23,1124436.0
2014-06-24,1124436.0
2014-06-25,1129281.0
2014-06-26,1129281.0
2014-06-27,1129281.0
2014-06-30,1129281.0
2014-07-01,1130351.0
2014-07-02,1130351.0
2014-07-03,1133116.0
2014-07-07,1133116.0
2014-07-08,1133116.0
2014-07-09,1133116.0
2014-07-10,1133116.0
2014-07-11,1132373.0
2014-07-14,1132373.0
2014-07-15,1133528.0
2014-07-16,1134913.0
2014-07-17,1134913.0
2014-07-18,1134913.0
2014-07-21,1133909.0
2014-07-22,1133909.0
2014-07-23,1133909.0
2014-07-24,1133909.0
2014-07-25,1140402.0
2014-07-28,1140402.0
2014-07-29,1140402.0
2014-07-30,1140402.0
2014-07-31,1140402.0
2014-08-01,1134917.0
2014-08-04,1141607.0
2014-08-05,1141607.0
2014-08-06,1141607.0
2014-08-07,1141607.0
2014-08-08,1139175.0
2014-08-11,1144145.0
2014-08-12,1144145.0
2014-08-13,1144145.0
2014-08-14,1144145.0
2014-08-15,1144145.0
2014-08-18,1139681.0
2014-08-19,1139681.0
2014-08-20,1139681.0
2014-08-21,1139681.0
2014-08-22,1139681.0
2014-08-25,1139681.0
2014-08-26,1139681.0
2014-08-27,1139681.0
2014-08-28,1139681.0
2014-08-29,1139681.0
2014-09-02,1139681.0
2014-09-03,1140311.0
2014-09-04,1140311.0
2014-09-05,1140311.0
2014-09-08,1140311.0
2014-09-09,1140311.0
2014-09-10,1140311.0
2014-09-11,1140311.0
2014-09-12,1140311.0
2014-09-15,1140311.0
2014-09-16,1140311.0
2014-09-17,1140311.0
2014-09-18,1141471.0
2014-09-19,1142281.0
2014-09-22,1142281.0
2014-09-23,1142281.0
2014-09-24,1142281.0
2014-09-25,1142281.0
2014-09-26,1139566.0
2014-09-29,1139566.0
2014-09-30,1135795.0
2014-10-01,1135795.0
2014-10-02,1135795.0
2014-10-03,1135795.0
2014-10-06,1135795.0
2014-10-07,1135795.0
2014-10-08,1136705.0
2014-10-09,1146375.0
2014-10-10,1139988.0
2014-10-13,1139988.0
2014-10-14,1139988.0
2014-10-15,1139988.0
2014-10-16,1139988.0
2014-10-17,1143818.0
2014-10-20,1145413.0
2014-10-21,1145413.0
2014-10-22,1145413.0
2014-10-23,1146183.0
2014-10-24,1146183.0
2014-10-27,1146183.0
2014-10-28,1146183.0
2014-10-29,1146183.0
2014-10-30,1146183.0
2014-10-31,1146183.0
2014-11-03,1146183.0
2014-11-04,1146183.0
2014-11-05,1146183.0
2014-11-06,1146183.0
2014-11-07,1146183.0
2014-11-10,1146183.0
2014-11-11,1146183.0
2014-11-12,1146183.0
2014-11-13,1146183.0
2014-11-14,1146183.0
2014-11-17,1146183.0
2014-11-18,1146183.0
2014-11-19,1146183.0
2014-11-20,1146183.0
2014-11-21,1146183.0
2014-11-24,1146183.0
2014-11-25,1146183.0
2014-11-26,1146183.0
2014-11-28,1146183.0
2014-12-01,1153328.0
2014-12-02,1153328.0
2014-12-03,1153328.0
2014-12-04,1153328.0
2014-12-05,1154308.0
2014-12-08,1154308.0
2014-12-09,1154308.0
2014-12-10,1154308.0
2014-12-11,1154308.0
2014-12-12,1141774.0
2014-12-15,1141774.0
2014-12-16,1141774.0
2014-12-17,1141774.0
2014-12-18,1141774.0
2014-12-19,1141774.0
2014-12-22,1141774.0
2014-12-23,1141774.0
2014-12-24,1141774.0
2014-12-26,1141774.0
2014-12-29,1141774.0
2014-12-30,1141774.0
2014-12-31,1141774.0
2015-01-02,1141774.0
2015-01-05,1141774.0
2015-01-06,1141774.0
2015-01-07,1141774.0
2015-01-08,1141774.0
2015-01-09,1141774.0
2015-01-12,1141774.0
2015-01-13,1141774.0
2015-01-14,1147594.0
2015-01-15,1147594.0
2015-01-16,1149864.0
2015-01-20,1149864.0
2015-01-21,1149864.0
2015-01-22,1149864.0
2015-01-23,1149864.0
2015-01-26,1149864.0
2015-01-27,1149864.0
2015-01-28,1149864.0
2015-01-29,1150684.0
2015-01-30,1150117.0
2015-02-02,1150117.0
2015-02-03,1150117.0
2015-02-04,1150117.0
2015-02-05,1150117.0
2015-02-06,1150117.0
2015-02-09,1150117.0
2015-02-10,1150117.0
2015-02-11,1150117.0
2015-02-12,1150117.0
2015-02-13,1150117.0
2015-02-17,1150117.0
2015-02-18,1150117.0
2015-02-19,1150117.0
2015-02-20,1150117.0
2015-02-23,1150117.0
2015-02-24,1150117.0
2015-02-25,1150117.0
2015-02-26,1150117.0
2015-02-27,1150117.0
2015-03-02,1150117.0
2015-03-03,1150117.0
2015-03-04,1150117.0
2015-03-05,1150117.0
2015-03-06,1150117.0
2015-03-09,1150117.0
2015-03-10,1152127.0
2015-03-11,1164137.0
2015-03-12,1165832.0
2015-03-13,1178562.0
2015-03-16,1180642.0
2015-03-17,1183782.0
2015-03-18,1183782.0
2015-03-19,1183782.0
2015-03-20,1183782.0
2015-03-23,1183782.0
2015-03-24,1183782.0
2015-03-25,1184667.0
2015-03-26,1190802.0
2015-03-27,1191169.0
2015-03-30,1191169.0
2015-03-31,1191169.0
2015-04-01,1191879.0
2015-04-02,1191879.0
2015-04-06,1191879.0
2015-04-07,1191879.0
2015-04-08,1191879.0
2015-04-09,1191879.0
2015-04-10,1191879.0
2015-04-13,1191879.0
2015-04-14,1191879.0
2015-04-15,1191879.0
2015-04-16,1191879.0
2015-04-17,1191879.0
2015-04-20,1191879.0
2015-04-21,1191879.0
2015-04-22,1191879.0
2015-04-23,1191879.0
2015-04-24,1191879.0
2015-04-27,1194044.0
2015-04-28,1194824.0
2015-04-29,1196349.0
2015-04-30,1194251.0
2015-05-01,1194080.0
2015-05-04,1194080.0
2015-05-05,1196585.0
2015-05-06,1196585.0
2015-05-07,1196585.0
2015-05-08,1196585.0
2015-05-11,1196585.0
2015-05-12,1201085.0
2015-05-13,1204200.0
2015-05-14,1204200.0
2015-05-15,1204200.0
2015-05-18,1204200.0
2015-05-19,1204200.0
2015-05-20,1204200.0
2015-05-21,1204200.0
2015-05-22,1204200.0
2015-05-26,1208805.0
2015-05-27,1208805.0
2015-05-28,1208805.0
2015-05-29,1208805.0
2015-06-01,1216290.0
2015-06-02,1219405.0
2015-06-03,1231810.0
2015-06-04,1231810.0
2015-06-05,1229876.0
2015-06-08,1229876.0
2015-06-09,1229876.0
2015-06-10,1229876.0
2015-06-11,1229876.0
2015-06-12,1235424.0
2015-06-15,1235424.0
2015-06-16,1235424.0
2015-06-17,1235424.0
2015-06-18,1243334.0
2015-06-19,1243334.0
2015-06-22,1243334.0
2015-06-23,1244239.0
2015-06-24,1251749.0
2015-06-25,1251749.0
2015-06-26,1245345.0
2015-06-29,1245345.0
2015-06-30,1226589.0
2015-07-01,1226589.0
2015-07-02,1213301.0
2015-07-06,1213301.0
2015-07-07,1213301.0
2015-07-08,1213301.0
2015-07-09,1213301.0
2015-07-10,1216665.0
2015-07-13,1216665.0
2015-07-14,1216665.0
2015-07-15,1216665.0
2015-07-16,1216665.0
2015-07-17,1216665.0
2015-07-20,1216665.0
2015-07-21,1216665.0
2015-07-22,1216665.0
2015-07-23,1216665.0
2015-07-24,1213630.0
2015-07-27,1213630.0
2015-07-28,1213630.0
2015-07-29,1213630.0
2015-07-30,1213630.0
2015-07-31,1213630.0
2015-08-03,1213630.0
2015-08-04,1213630.0
2015-08-05,1213630.0
2015-08-06,1213630.0
2015-08-07,1213630.0
2015-08-10,1213630.0
2015-08-11,1214745.0
2015-08-12,1216435.0
2015-08-13,1216435.0
2015-08-14,1216435.0
2015-08-17,1216435.0
2015-08-18,1216435.0
2015-08-19,1219570.0
2015-08-20,1219570.0
2015-08-21,1214643.0
2015-08-24,1214643.0
2015-08-25,1214643.0
2015-08-26,1224553.0
2015-08-27,1224553.0
2015-08-28,1224553.0
2015-08-31,1224553.0
2015-09-01,1224553.0
2015-09-02,1226353.0
2015-09-03,1226353.0
2015-09-04,1223475.0
2015-09-08,1223475.0
2015-09-09,1223475.0
2015-09-10,1223475.0
2015-09-11,1223475.0
2015-09-14,1223475.0
2015-09-15,1223475.0
2015-09-16,1223475.0
2015-09-17,1223475.0
2015-09-18,1214495.0
2015-09-21,1214495.0
2015-09-22,1214495.0
2015-09-23,1214495.0
2015-09-24,1214495.0
2015-09-25,1214495.0
2015-09-28,1214495.0
2015-09-29,1214495.0
2015-09-30,1214495.0
2015-10-01,1214495.0
2015-10-02,1214495.0
2015-10-05,1214495.0
2015-10-06,1214495.0
2015-10-07,1214495.0
2015-10-08,1214495.0
2015-10-09,1214495.0
2015-10-12,1214495.0
2015-10-13,1214495.0
2015-10-14,1214495.0
2015-10-15,1214495.0
2015-10-16,1214495.0
2015-10-19,1214495.0
2015-10-20,1214495.0
2015-10-21,1214495.0
2015-10-22,1214495.0
2015-10-23,1214495.0
2015-10-26,1214495.0
2015-10-27,1214495.0
2015-10-28,1214495.0
2015-10-29,1214495.0
2015-10-30,1214495.0
2015-11-02,1214495.0
2015-11-03,1214495.0
2015-11-04,1214495.0
2015-11-05,1214495.0
2015-11-06,1214495.0
2015-11-09,1214495.0
2015-11-10,1215525.0
2015-11-11,1215525.0
2015-11-12,1222340.0
2015-11-13,1216644.0
2015-11-16,1216644.0
2015-11-17,1225004.0
2015-11-18,1225004.0
2015-11-19,1225004.0
2015-11-20,1225004.0
2015-11-23,1225004.0
2015-11-24,1225004.0
2015-11-25,1225004.0
2015-11-27,1225004.0
2015-11-30,1225004.0
2015-12-01,1225004.0
2015-12-02,1225004.0
2015-12-03,1232054.0
2015-12-04,1232054.0
2015-12-07,1232054.0
2015-12-08,1232054.0
2015-12-09,1232054.0
2015-12-10,1232054.0
2015-12-11,1225028.0
2015-12-14,1225028.0
2015-12-15,1232283.0
2015-12-16,1232283.0
2015-12-17,1232283.0
2015-12-18,1232283.0
2015-12-21,1232283.0
2015-12-22,1232283.0
2015-12-23,1232283.0
2015-12-24,1232283.0
2015-12-28,1232283.0
2015-12-29,1232283.0
2015-12-30,1232283.0
2015-12-31,1231571.0
2016-01-04,1231571.0
2016-01-05,1233981.0
2016-01-06,1236466.0
2016-01-07,1248996.0
2016-01-08,1236699.0
2016-01-11,1236699.0
2016-01-12,1236699.0
2016-01-13,1242989.0
2016-01-14,1242989.0
2016-01-15,1235517.0
2016-01-19,1239972.0
2016-01-20,1245062.0
2016-01-21,1254462.0
2016-01-22,1250652.0
2016-01-25,1250652.0
2016-01-26,1250652.0
2016-01-27,1250652.0
2016-01-28,1250652.0
2016-01-29,1250176.0
2016-02-01,1250176.0
2016-02-02,1250176.0
2016-02-03,1250176.0
2016-02-04,1250176.0
2016-02-05,1243681.0
2016-02-08,1243681.0
2016-02-09,1243681.0
2016-02-10,1243681.0
2016-02-11,1261981.0
2016-02-12,1259937.0
2016-02-16,1259937.0
2016-02-17,1259937.0
2016-02-18,1259937.0
2016-02-19,1259937.0
2016-02-22,1259937.0
2016-02-23,1259937.0
2016-02-24,1259937.0
2016-02-25,1259937.0
2016-02-26,1259937.0
2016-02-29,1259937.0
2016-03-01,1259937.0
2016-03-02,1259937.0
2016-03-03,1259937.0
2016-03-04,1259937.0
2016-03-07,1259937.0
2016-03-08,1259937.0
2016-03-09,1261332.0
2016-03-10,1261332.0
2016-03-11,1261332.0
2016-03-14,1261332.0
2016-03-15,1261332.0
2016-03-16,1261332.0
2016-03-17,1261332.0
2016-03-18,1261332.0
2016-03-21,1261332.0
2016-03-22,1261332.0
2016-03-23,1261332.0
2016-03-24,1261332.0
2016-03-28,1261332.0
2016-03-29,1261332.0
2016-03-30,1261332.0
2016-03-31,1261332.0
2016-04-01,1261332.0
2016-04-04,1261332.0
2016-04-05,1263262.0
2016-04-06,1263262.0
2016-04-07,1264877.0
2016-04-08,1264877.0
2016-04-11,1271087.0
2016-04-12,1282522.0
2016-04-13,1282522.0
2016-04-14,1282522.0
2016-04-15,1282522.0
2016-04-18,1282522.0
2016-04-19,1283377.0
2016-04-20,1283377.0
2016-04-21,1286662.0
2016-04-22,1291875.0
2016-04-25,1291875.0
2016-04-26,1291875.0
2016-04-27,1295130.0
2016-04-28,1295130.0
2016-04-29,1295130.0
2016-05-02,1301850.0
2016-05-03,1301850.0
2016-05-04,1296574.0
2016-05-05,1296574.0
2016-05-06,1293002.0
2016-05-09,1295737.0
2016-05-10,1296672.0
2016-05-11,1295155.0
2016-05-12,1295155.0
2016-05-13,1294843.0
2016-05-16,1295548.0
2016-05-17,1295548.0
2016-05-18,1290574.0
2016-05-19,1290574.0
2016-05-20,1283082.0
2016-05-23,1289772.0
2016-05-24,1289772.0
2016-05-25,1289772.0
2016-05-26,1289772.0
2016-05-27,1289772.0
2016-05-31,1292642.0
2016-06-01,1295737.0
2016-06-02,1295737.0
2016-06-03,1295737.0
2016-06-06,1295737.0
2016-06-07,1295737.0
2016-06-08,1295737.0
2016-06-09,1306062.0
2016-06-10,1309277.0
2016-06-13,1309277.0
2016-06-14,1309277.0
2016-06-15,1309277.0
2016-06-16,1309277.0
2016-06-17,1307576.0
2016-06-20,1307576.0
2016-06-21,1307576.0
2016-06-22,1306621.0
2016-06-23,1306621.0
2016-06-24,1298862.0
2016-06-27,1298862.0
2016-06-28,1298862.0
2016-06-29,1294439.0
2016-06-30,1294439.0
2016-07-01,1294439.0
2016-07-05,1294439.0
2016-07-06,1292912.0
2016-07-07,1292912.0
2016-07-08,1292912.0
2016-07-11,1292912.0
2016-07-12,1292912.0
2016-07-13,1292912.0
2016-07-14,1292912.0
2016-07-15,1292912.0
2016-07-18,1292912.0
2016-07-19,1292912.0
2016-07-20,1292912.0
2016-07-21,1292912.0
2016-07-22,1292912.0
2016-07-25,1292912.0
2016-07-26,1292912.0
2016-07-27,1292912.0
2016-07-28,1292912.0
2016-07-29,1292912.0
2016-08-01,1292912.0
2016-08-02,1292912.0
2016-08-03,1292912.0
2016-08-04,1292912.0
2016-08-05,1292912.0
2016-08-08,1292912.0
2016-08-09,1292912.0
2016-08-10,1298252.0
2016-08-11,1304617.0
2016-08-12,1304617.0
2016-08-15,1308752.0
2016-08-16,1313352.0
2016-08-17,1312574.0
2016-08-18,1313614.0
2016-08-19,1314524.0
2016-08-22,1314524.0
2016-08-23,1314729.0
2016-08-24,1313773.0
2016-08-25,1313773.0
2016-08-26,1311081.0
2016-08-29,1310619.0
2016-08-30,1310619.0
2016-08-31,1309714.0
2016-09-01,1309714.0
2016-09-02,1308210.0
2016-09-06,1308210.0
2016-09-07,1308511.0
2016-09-08,1309016.0
2016-09-09,1298578.0
2016-09-12,1299811.0
2016-09-13,1299811.0
2016-09-14,1299811.0
2016-09-15,1299811.0
2016-09-16,1320481.0
2016-09-19,1320481.0
2016-09-20,1323806.0
2016-09-21,1323806.0
2016-09-22,1323806.0
2016-09-23,1323806.0
2016-09-26,1323806.0
2016-09-27,1323806.0
2016-09-28,1323806.0
2016-09-29,1323806.0
2016-09-30,1323806.0
2016-10-03,1323806.0
2016-10-04,1323806.0
2016-10-05,1323779.0
2016-10-06,1323779.0
2016-10-07,1323153.0
2016-10-10,1323153.0
2016-10-11,1323153.0
2016-10-12,1323071.0
2016-10-13,1323071.0
2016-10-14,1322369.0
2016-10-17,1322369.0
2016-10-18,1322369.0
2016-10-19,1322369.0
2016-10-20,1322369.0
2016-10-21,1327774.0
2016-10-24,1340104.0
2016-10-25,1341079.0
2016-10-26,1344194.0
2016-10-27,1344194.0
2016-10-28,1342335.0
2016-10-31,1342335.0
2016-11-01,1342335.0
2016-11-02,1338129.0
2016-11-03,1338129.0
2016-11-04,1338129.0
2016-11-07,1337281.0
2016-11-08,1337281.0
2016-11-09,1342971.0
2016-11-10,1342971.0
2016-11-11,1347476.0
2016-11-14,1347396.0
2016-11-15,1347396.0
2016-11-16,1350836.0
2016-11-17,1350836.0
2016-11-18,1350836.0
2016-11-21,1350836.0
2016-11-22,1350836.0
2016-11-23,1350836.0
2016-11-25,1350836.0
2016-11-28,1353001.0
2016-11-29,1355136.0
2016-11-30,1359891.0
2016-12-01,1377131.0
2016-12-02,1378946.0
2016-12-05,1378946.0
2016-12-06,1378946.0
2016-12-07,1379661.0
2016-12-08,1379661.0
2016-12-09,1379661.0
2016-12-12,1379661.0
2016-12-13,1379661.0
2016-12-14,1379661.0
2016-12-15,1379661.0
2016-12-16,1379661.0
2016-12-19,1379661.0
2016-12-20,1389411.0
2016-12-21,1394644.0
2016-12-22,1398494.0
2016-12-23,1399957.0
2016-12-27,1402872.0
2016-12-28,1405517.0
2016-12-29,1405517.0
2016-12-30,1405517.0
2017-01-03,1409427.0
2017-01-04,1422242.0
2017-01-05,1424767.0
2017-01-06,1431142.0
2017-01-09,1433382.0
2017-01-10,1435867.0
2017-01-11,1440817.0
2017-01-12,1443227.0
2017-01-13,1443227.0
2017-01-17,1448131.0
2017-01-18,1448131.0
2017-01-19,1456056.0
2017-01-20,1455425.0
2017-01-23,1457315.0
2017-01-24,1467485.0
2017-01-25,1476405.0
2017-01-26,1488900.0
2017-01-27,1488869.0
2017-01-30,1489869.0
2017-01-31,1489869.0
2017-02-01,1488324.0
2017-02-02,1488324.0
2017-02-03,1488324.0
2017-02-06,1488324.0
2017-02-07,1495064.0
2017-02-08,1495031.0
2017-02-09,1501756.0
2017-02-10,1507661.0
2017-02-13,1512116.0
2017-02-14,1512116.0
2017-02-15,1513016.0
2017-02-16,1513641.0
2017-02-17,1514866.0
2017-02-21,1515791.0
2017-02-22,1515791.0
2017-02-23,1515791.0
2017-02-24,1515791.0
2017-02-27,1515791.0
2017-02-28,1515791.0
2017-03-01,1516816.0
2017-03-02,1517916.0
2017-03-03,1528466.0
2017-03-06,1537396.0
2017-03-07,1548526.0
2017-03-08,1546187.0
2017-03-09,1546187.0
2017-03-10,1545447.0
2017-03-13,1545447.0
2017-03-14,1545447.0
2017-03-15,1551047.0
2017-03-16,1559282.0
2017-03-17,1558920.0
2017-03-20,1569835.0
2017-03-21,1569835.0
2017-03-22,1567680.0
2017-03-23,1567680.0
2017-03-24,1557874.0
2017-03-27,1547351.0
2017-03-28,1552016.0
2017-03-29,1550315.0
2017-03-30,1557425.0
2017-03-31,1561089.0
2017-04-03,1562457.0
2017-04-04,1564777.0
2017-04-05,1565272.0
2017-04-06,1565272.0
2017-04-07,1560434.0
2017-04-10,1553582.0
